paper,year,month,title,author
17188,2011,June,Regulation and Welfare: Evidence from Paragraph IV Generic Entry in the Pharmaceutical Industry,"['Chirantan Chatterjee', 'Lee G Branstetter', 'Matthew J Higgins']"
17189,2011,July,Using Non-Pecuniary Strategies to Influence Behavior: Evidence from a Large Scale Field Experiment,"['Michael K Price', 'Paul J Ferraro']"
17190,2011,July,The Oregon Health Insurance Experiment: Evidence from the First Year,"['Amy Finkelstein', 'Bill J Wright', 'Heidi Allen', 'Jonathan Gruber', 'Joseph P Newhouse', 'Katherine Baicker', 'Mira Bernstein', 'Sarah Taubman', 'The Oregon Health Study Group']"
17191,2011,July,Customer Capital,"['Francois Gourio', 'Leena Rudanko']"
17192,2011,July,Negotiating with Labor Under Financial Distress,"['Efraim Benmelech', 'Nittai K Bergman', 'Ricardo Enriquez']"
17193,2011,July,Connected Substitutes and Invertibility of Demand,"['Amit Gandhi', 'Philip A Haile', 'Steven T Berry']"
17194,2011,July,Pay for Percentile,"['Derek A Neal', 'Gadi Barlevy']"
17195,2011,July,Policy Response to Pandemic Influenza: The Value of Collective Action,"['D Michael Goedecke', 'Georgiy Bobashev', 'Joshua M Epstein', 'Maureen L Cropper', 'Mead Over', 'Stephen Hutton']"
17196,2011,July,The Empirical Content of Models with Multiple Equilibria in Economies with Social Interactions,"['Alberto Bisin', 'Andrea Moro', 'Giorgio Topa']"
17197,2011,July,Issuer Quality and the Credit Cycle,"['Robin Greenwood', 'Samuel G Hanson']"
17198,2011,July,The Labor Market Impact of Employer Health Benefit Mandates: Evidence from San Francisco's Health Care Security Ordinance,"['Arindrajit Dube', 'Carrie Hoverman Colla', 'William H Dow']"
17199,2011,July,The Behavior of Savings and Asset Prices When Preferences and Beliefs are Heterogeneous,"['Ngoc-Khanh Tran', 'Richard J Zeckhauser']"
17200,2011,July,"Understanding the Solar Home Price Premium: Electricity Generation and ""Green"" Social Status","['Dora L Costa', 'Joshua S Graff Zivin', 'Matthew E Kahn', 'Samuel Dastrup']"
17201,2011,July,International Recessions,"['Fabrizio Perri', 'Vincenzo Quadrini']"
17202,2011,July,Tax Policy and the Efficiency of U.S. Direct Investment Abroad,"['C Fritz Foley', 'James R Hines, Jr', 'Mihir A Desai']"
17203,2011,July,Economic Preparation for Retirement,"['Michael D Hurd', 'Susann Rohwedder']"
17204,2011,July,Supplier Responses to Wal-Mart's Invasion of Mexico,"['Beata Smarzynska Javorcik', 'James R Tybout', 'Leonardo Iacovone', 'Wolfgang Keller']"
17205,2011,July,Vaccine Supply: Effects Of Regulation And Competition,"['Nuno Sousa Pereira', 'Patricia M Danzon']"
17206,2011,July,What Really Happened During the Glorious Revolution?,"['James C Robinson', 'Steven C A Pincus']"
17207,2011,July,When is capital enough to get female microenterprises growing? Evidence from a randomized experiment in Ghana,"['Christopher Woodruff', 'David McKenzie', 'Marcel Fafchamps', 'Simon R Quinn']"
17208,2011,July,Competition in Health Care Markets,"['Martin S Gaynor', 'Robert J Town']"
17209,2011,July,"State Redemption of the Continental Dollar, 1779-1790",['Farley Grubb']
17210,2011,July,"Environmental Regulations, Air and Water Pollution, and Infant Mortality in India","['Michael Greenstone', 'Rema Hanna']"
17211,2011,July,American Incomes before and after the Revolution,"['Jeffrey G Williamson', 'Peter H Lindert']"
17212,2011,July,Early Maternal Employment and Family Wellbeing,"['Jeanne Brooks-Gunn', 'Pinka Chatterji', 'Sara Markowitz']"
17213,2011,July,Future Skill Shortages in the U.S. Economy?,"['David Neumark', 'Hans P Johnson', 'Marisol Cuellar Mejia']"
17214,2011,July,An Optimal Tax System,['Louis Kaplow']
17215,2011,July,Economic Growth in the Mid Atlantic Region: Conjectural Estimates for 1720 to 1800,"['Joshua L Rosenbloom', 'Thomas J Weiss']"
17216,2011,July,"The ""Out of Africa"" Hypothesis, Human Genetic Diversity, and Comparative Economic Development","['Oded Galor', 'Quamrul H Ashraf']"
17217,2011,July,Understanding Cross-National Trends in High-Tech Renewable Power Equipment Exports to the United States,"['Aparna Sawhney', 'Matthew E Kahn']"
17218,2011,July,Post-Secondary Attendance by Parental Income in the U.S. and Canada: What Role for Financial Aid Policy?,"['Lance J Lochner', 'Marc Frenette', 'Philippe Belley']"
17219,2011,July,Sources of Entropy in Representative Agent Models,"['David K Backus', 'Mikhail Chernov', 'Stanley E Zin']"
17220,2011,July,Competing with Costco and Sam's Club: Warehouse Club Entry and Grocery Prices,"['Art Carden', 'Charles J Courtemanche']"
17221,2011,July,Conglomerate Industry Choice and Product Differentiation,"['Gerard Hoberg', 'Gordon M Phillips']"
17222,2011,July,"Caution, Drivers! Children Present: Traffic, Pollution, and Infant Health","['Christopher R Knittel', 'Douglas L Miller', 'Nicholas J Sanders']"
17223,2011,July,The Effects of Health Shocks on Employment and Health Insurance: The Role of Employer-Provided Health Insurance,"['Cathy J Bradley', 'David Neumark', 'Meryl I Motika']"
17224,2011,July,House Price Booms and the Current Account,"['Albert Marcet', 'Klaus Adam', 'Pei Kuang']"
17225,2011,July,School Competition and Teacher Labor Markets: Evidence from Charter School Entry in North Carolina,['C Kirabo Jackson']
17226,2011,July,Cross-National Evidence on Generic Pharmaceuticals: Pharmacy vs. Physician-Driven Markets,"['Michael F Furukawa', 'Patricia M Danzon']"
17227,2011,July,The Costs of Free Entry: An Empirical Study of Real Estate Agents in Greater Boston,"['Panle Jia Barwick', 'Parag A Pathak']"
17228,2011,July,"Capital Flow Types, External Financing Needs, and Industrial Growth: 99 countries, 1991-2007","['Joshua Aizenman', 'Vladyslav Sushko']"
17229,2011,July,"Cycles, Gaps, and the Social Value of Information","['George-Marios Angeletos', ""Jennifer La'O"", 'Luigi Iovino']"
17230,2011,July,Public Consumption Over the Business Cycle,"['Jinhui Bai', 'Ruediger Bachmann']"
17231,2011,July,The Land that Lean Manufacturing Forgot? Management Practices in Transition Countries,"['Helena Schweiger', 'John van Reenen', 'Nicholas Bloom']"
17232,2011,July,Gauging the Generosity of Employer-Sponsored Insurance: Differences Between Households With and Without a Chronic Condition,"['Anne Beeson Royalty', 'Jean Marie Abraham', 'Thomas C DeLeire']"
17233,2011,July,How Do Firm Financial Conditions Affect Product Quality and Pricing?,"['Giorgo Sertsios', 'Gordon M Phillips']"
17234,2011,July,"""Last-place Aversion"": Evidence and Redistributive Implications","['Ilyana Kuziemko', 'Michael I Norton', 'Ryan W Buell', 'Taly Reich']"
17235,2011,July,Human Capital Spillovers in Families: Do Parents Learn from or Lean on their Children?,['Ilyana Kuziemko']
17236,2011,July,Has the Shift to Managed Care Reduced Medicaid Expenditures? Evidence from State and Local-Level Mandates,"['Mark G Duggan', 'Tamara Hayford']"
17237,2011,July,Corporate and Personal Bankruptcy Law,['Michelle J White']
17238,2011,July,Are All Ratings Created Equal? The Impact of Issuer Size on the Pricing of Mortgage-backed Securities,"['Jie (Jack) He', ""Jun 'QJ' Qian"", 'Philip E Strahan']"
17239,2011,July,Over-optimism in Forecasts by Official Budget Agencies and Its Implications,['Jeffrey A Frankel']
17240,2011,July,On Measuring the Effects of Fiscal Policy in Recessions,['Jonathan A Parker']
17241,2011,July,The Feasibility and Importance of Adding Measures of Actual Experience to Cross-Sectional Data Collection,"['Francine D Blau', 'Lawrence M Kahn']"
17242,2011,July,Defying Gravity: The 1932 Imperial Economic Conference and the Reorientation of Canadian Trade,['David S Jacks']
17243,2011,July,Stepping Stones: Principal Career Paths and School Outcomes,"['Demetra Kalogrides', 'Susanna Loeb', 'Tara Beteille']"
17244,2011,July,How Survey Design Affects Inference Regarding Health Perceptions and Outcomes,"['Anneke Exterkate', 'Robin L Lumsdaine']"
17245,2011,July,Chemical Fertilizer and Migration in China,"['Avraham Ebenstein', 'Jian Zhang', 'Kevin Chen', 'Margaret S McMillan']"
17246,2011,July,"Network Stability, Network Externalities and Technology Adoption",['Catherine Tucker']
17247,2011,July,The Value of Honesty: Empirical Estimates from the Case of the Missing Children,"['James M Sallee', 'Sara LaLumia']"
17248,2011,July,Prospective Analysis of a Wage Subsidy for Cape Town Youth,"['James A Levinsohn', 'Todd Pugatch']"
17249,2011,July,China and India as Suppliers of Affordable Medicines to Developing Countries,"['David Popp', 'Tamara Hafner']"
17250,2011,July,A Dynamic Model of Demand for Houses and Neighborhoods,"['Alvin Murphy', 'Christopher Timmins', 'Patrick J Bayer', 'Robert S McMillan']"
17251,2011,July,Inefficiencies from Metropolitan Political and Fiscal Decentralization: Failures of Tiebout Competition,"['Dennis N Epple', 'Richard E Romano', 'Stephen Calabrese']"
17252,2011,July,Stories of the Twentieth Century for the Twenty-First,"['Maurice Obstfeld', 'Pierre-Olivier Gourinchas']"
17253,2011,July,Heterogeneity and the Dynamics of Technology Adoption,"['Catherine Tucker', 'Stephen P Ryan']"
17254,2011,July,Corporate Social Responsibility for Irresponsibility,"['Jon Jungbien Moon', 'Matthew J Kotchen']"
17255,2011,July,Why Don't the Poor Save More? Evidence from Health Savings Experiments,"['Jonathan Robinson', 'Pascaline Dupas']"
17256,2011,July,Wage Effects of Trade Reform with Endogenous Worker Mobility,"['Jennifer P Poole', 'Mine Zeynep Senses', 'Pravin Krishna']"
17257,2011,July,Trade and Inequality in India,"['Guru Sethupathy', 'Pravin Krishna']"
17258,2011,July,Capital flows: Catalyst or Hindrance to economic takeoffs?,"['Joshua Aizenman', 'Vladyslav Sushko']"
17259,2011,July,Time Use During Recessions,"['Erik G Hurst', 'Loukas Karabarbounis', 'Mark A Aguiar']"
17260,2011,July,What's Next for the Dollar?,['Martin S Feldstein']
17261,2011,July,Global Asset Pricing,['Karen K Lewis']
17262,2011,July,Trade Policy Making in a Model of Legislative Bargaining,"['Bilgehan Karabay', 'John McLaren', 'Levent Celik']"
17263,2011,July,The Balanced U.S. Press,"['James M Snyder, Jr', 'Riccardo Puglisi']"
17264,2011,July,The Elite Illusion: Achievement Effects at Boston and New York Exam Schools,"['Atila Abdulkadiroglu', 'Joshua D Angrist', 'Parag A Pathak']"
17265,2011,July,The Incredible Shrinking Portuguese Firm,"['Andre Regateiro', 'Lee G Branstetter', 'Serguey Braguinsky']"
17266,2011,August,Constituencies and Legislation: The Fight over the McFadden Act of 1927,"['Raghuram G Rajan', 'Rodney Ramcharan']"
17267,2011,August,The Influence of Irving Fisher on Milton Friedman's Monetary Economics,"['Hugh Rockoff', 'Michael D Bordo']"
17268,2011,August,"Tax Expenditures, the Size and Efficiency of Government, and Implications for Budget Reform","['Leonard E Burman', 'Marvin Phaup']"
17269,2011,August,Why Did U.S. Banks Invest in Highly-Rated Securitization Tranches?,"['Isil Erel', 'Rene M Stulz', 'Taylor D Nadauld']"
17270,2011,August,"Employment, Wages and Voter Turnout","['Kerwin Kofi Charles', 'Melvin Stephens, Jr']"
17271,2011,August,Long-Term Barriers to the International Diffusion of Innovations,"['Enrico Spolaore', 'Romain Wacziarg']"
17272,2011,August,Country Heterogeneity and the International Evidence on the Effects of Fiscal Policy,"['Carlo A Favero', 'Francesco Giavazzi', 'Jacopo Perego']"
17273,2011,August,"""Healthy, Wealthy and Wise?"" Revisited: An Analysis of the Causal Pathways from Socio-economic Status to Health","['Daniel L McFadden', 'Florian Heiss', 'Joachim K Winter', 'Till Stowasser']"
17274,2011,August,Unemployment in Latin America and the Caribbean,"['Laurence M Ball', 'Marc Hofstetter', 'Nicolas De Roux']"
17275,2011,August,"Substitution Between Individual and Cultural Capital: Pre-Migration Labor Supply, Culture and US Labor Market Outcomes Among Immigrant Women","['Francine D Blau', 'Lawrence M Kahn']"
17276,2011,August,"The Continental Dollar: Initial Design, Ideal Performance, and the Credibility of Congressional Commitment",['Farley Grubb']
17277,2011,August,International Risk Cycles,"['Adrien Verdelhan', 'Francois Gourio', 'Michael Siemer']"
17278,2011,August,Carry Trades and Risk,['A Craig Burnside']
17279,2011,August,"The Importance of the Meaning and Measurement of ""Affordable"" in the Affordable Care Act","['Kosali Ilayperuma Simon', 'Richard V Burkhauser', 'Sean Lyons']"
17280,2011,August,The Exact Law of Large Numbers for Independent Random Matching,"['Darrell Duffie', 'Yeneng Sun']"
17281,2011,August,Systemic Risk Exposures: A 10-by-10-by-10 Approach,['Darrell Duffie']
17282,2011,August,Foreign Firms and Local Communities,"['Bruce A Blonigen', ""Cheyney O'Fallon""]"
17283,2011,August,A Simple Nonparametric Approach to Estimating the Distribution of Random Coefficients in Structural Models,"['Jeremy T Fox', 'Kyoo il Kim']"
17284,2011,August,Equilibrium Wage and Employment Dynamics in a Model of Wage Posting without Commitment,"['Dale T Mortensen', 'Melvyn G Coles']"
17285,2011,August,Covariances versus Characteristics in General Equilibrium,"['Lu Zhang', 'Xiaoji Lin']"
17286,2011,August,Exam High Schools and Academic Achievement: Evidence from New York City,"['Roland G Fryer, Jr', 'Will S Dobbie']"
17287,2011,August,Would People Behave Differently If They Better Understood Social Security? Evidence From a Field Experiment,"['Erzo F P Luttmer', 'Jeffrey B Liebman']"
17288,2011,August,Consumption Risk-Sharing and the Real Exchange Rate: Why does the Nominal Exchange Rate Make Such a Difference?,"['Michael B Devereux', 'Viktoria Hnatkovska']"
17289,2011,August,"The Extensive Margin, Sectoral Shares and International Business Cycles","['Michael B Devereux', 'Viktoria Hnatkovska']"
17290,2011,August,Are Corporate Default Probabilities Consistent with the Static Tradeoff Theory?,"['Armen Hovakimian', 'Ayla Kayhan', 'Sheridan Titman']"
17291,2011,August,A Gains from Trade Perspective on Macroeconomic Fluctuations,"['Franck Portier', 'Paul Beaudry']"
17292,2011,August,Spillover Effects in Mutual Fund Companies,"['Clemens Sialm', 'T Mandy Tham']"
17293,2011,August,Why Do Voters Dismantle Checks and Balances?,"['Daron Acemoglu', 'James C Robinson', 'Ragnar Torvik']"
17294,2011,August,Labor Market Flows in the Cross Section and Over Time,"['John C Haltiwanger', 'R Jason Faberman', 'Steven J Davis']"
17295,2011,August,Information Percolation in Segmented Markets,"['Darrell Duffie', 'Gustavo Manso', 'Semyon Malamud']"
17296,2011,August,Capital Mobility and Asset Pricing,"['Bruno Strulovici', 'Darrell Duffie']"
17297,2011,August,Building Peace: The Impact of Aid on the Labor Market for Insurgents,"['Jonathan Monten', 'Matthew Hanson', 'Radha K Iyengar']"
17298,2011,August,"The ""CAPS"" Prediction System and Stock Market Returns","['Christopher Avery', 'Judith A Chevalier', 'Richard J Zeckhauser']"
17299,2011,August,Inefficient Provision of Liquidity,"['Luigi Zingales', 'Oliver D Hart']"
17300,2011,August,Do Hospitals Cross Subsidize?,"['Guy David', 'Lawton R Burns', 'Lorens A Helmchen', 'Richard Lindrooth']"
17301,2011,August,"Natural Expectations, Macroeconomic Dynamics, and Asset Pricing","['Andreas Fuster', 'Benjamin M Hebert', 'David I Laibson']"
17302,2011,August,The Effect of Pollution on Labor Supply: Evidence from a Natural Experiment in Mexico City,"['Paulina Oliva', 'Rema Hanna']"
17303,2011,August,Pay Cuts for the Boss: Executive Compensation in the 1940s,"['Carola Frydman', 'Raven S Molloy']"
17304,2011,August,Estimating the Gains from Trade in the Market for Innovation: Evidence from the Transfer of Patents,['Carlos J Serrano']
17305,2011,August,Japanese Government Debt and Sustainability of Fiscal Policy,"['Takeo Hoshi', 'Takero Doi', 'Tatsuyoshi Okimoto']"
17306,2011,August,A Political Theory of Populism,"['Daron Acemoglu', 'Georgy Egorov', 'Konstantin Sonin']"
17307,2011,August,Internal Migration in the United States,"['Abigail K Wozniak', 'Christopher L Smith', 'Raven S Molloy']"
17308,2011,August,The Impact of Trade on Organization and Productivity,"['Esteban Rossi-Hansberg', 'Lorenzo Caliendo']"
17309,2011,August,Free to Punish? The American Dream and the Harsh Treatment of Criminals,"['Juan Dubra', 'Rafael Di Tella']"
17310,2011,August,Is there a Link Between Foreclosure and Health?,"['Erdal Tekin', 'Janet M Currie']"
17311,2011,August,Credit Shocks and Aggregate Fluctuations in an Economy with Production Heterogeneity,"['Aubhik Khan', 'Julia K Thomas']"
17312,2011,August,"Why didn't Canada have a banking crisis in 2008 (or in 1930, or 1907, or ...)?","['Angela Redish', 'Hugh Rockoff', 'Michael D Bordo']"
